ID,Name,Genre,Cast,Age
938,Super,Comedy|Drama,Rainn Wilson| Ellen Page| Liv Tyler| Kevin Bacon,18+
939,The Siege of Jadotville,Action|Drama|Thriller,Jamie Dornan| Mark Strong| Jason O'Mara| Michael McElhatton,18+
940,Up in the Air,Drama|Romance,George Clooney| Vera Farmiga| Anna Kendrick|Jason Bateman,18+
941,The Midnight Meat Train,Horror|Mystery,Vinnie Jones| Bradley Cooper| Leslie Bibb| Brooke Shields,18+
942,The Twilight Saga: Eclipse,Adventure|Drama|Fantasy,Kristen Stewart| Robert Pattinson| Taylor Lautner|Xavier Samuel,18+
943,Transpecos,Thriller,Johnny Simmons| Gabriel Luna| Clifton Collins Jr.|David Acord,18+
944,What's Your Number?,Comedy|Romance,Anna Faris| Chris Evans| Ari Graynor| Blythe Danner,18+
945,Riddick,Action|Sci-Fi|Thriller,Vin Diesel| Karl Urban| Katee Sackhoff| Jordi Mollà,18+
946,Triangle,Fantasy|Mystery|Thriller,Melissa George| Joshua McIvor| Jack Taylor|Michael Dorman,18+
947,The Butler,Biography|Drama,Forest Whitaker| Oprah Winfrey| John Cusack| Jane Fonda,18+
948,King Cobra,Crime|Drama,Garrett Clayton| Christian Slater| Molly Ringwald|James Kelley,18+
949,After Earth,Action|Adventure|Sci-Fi,Jaden Smith| David Denman| Will Smith|Sophie Okonedo,18+
950,Kicks,Adventure,Jahking Guillory| Christopher Jordan Wallace|Christopher Meyer| Kofi Siriboe,18+
951,Me and Earl and the Dying Girl,Comedy|Drama,Thomas Mann| RJ Cyler| Olivia Cooke| Nick Offerman,18+
952,The Descendants,Comedy|Drama,George Clooney| Shailene Woodley| Amara Miller| Nick Krause,18+
953,Sex and the City 2,Comedy|Drama|Romance,Sarah Jessica Parker| Kim Cattrall| Kristin Davis| Cynthia Nixon,18+
954,The Kings of Summer,Adventure|Comedy|Drama,Nick Robinson| Gabriel Basso| Moises Arias|Nick Offerman,18+
955,Death Race,Action|Sci-Fi|Thriller,Jason Statham| Joan Allen| Tyrese Gibson| Ian McShane,18+
956,That Awkward Moment,Comedy|Romance,Zac Efron| Michael B. Jordan| Miles Teller| Imogen Poots,18+
957,Legion,Action|Fantasy|Horror,Paul Bettany| Dennis Quaid| Charles S. Dutton| Lucas Black,18+
958,End of Watch,Crime|Drama|Thriller,Jake Gyllenhaal| Michael Peña| Anna Kendrick| America Ferrera,18+
959,3 Days to Kill,Action|Drama|Thriller,Kevin Costner| Hailee Steinfeld| Connie Nielsen| Amber Heard,18+
960,Lucky Number Slevin,Crime|Drama|Mystery,Josh Hartnett| Ben Kingsley| Morgan Freeman| Lucy Liu,18+
961,Trance,Crime|Drama|Mystery,James McAvoy| Rosario Dawson| Vincent Cassel|Danny Sapani,18+
962,Into the Forest,Drama|Sci-Fi|Thriller,Ellen Page| Evan Rachel Wood| Max Minghella|Callum Keith Rennie,18+
963,The Other Boleyn Girl,Biography|Drama|History,Natalie Portman| Scarlett Johansson| Eric Bana|Jim Sturgess,18+
964,I Spit on Your Grave,Crime|Horror|Thriller,Sarah Butler| Jeff Branson| Andrew Howard|Daniel Franzese,18+
965,Custody,Drama,Viola Davis| Hayden Panettiere| Catalina Sandino Moreno| Ellen Burstyn,18+
966,Inland Empire,Drama|Mystery|Thriller,Laura Dern| Jeremy Irons| Justin Theroux| Karolina Gruszka,18+
967,The Odyssey,Adventure|Biography,Lambert Wilson| Pierre Niney| Audrey Tautou|Laurent Lucas,18+
968,The Walk,Adventure|Biography|Crime,Joseph Gordon-Levitt| Charlotte Le Bon|Guillaume Baillargeon| Émilie Leclerc,18+
969,Wrecker,Action|Horror|Thriller,Anna Hutchison| Andrea Whitburn| Jennifer Koenig|Michael Dickson,18+
970,The Lone Ranger,Action|Adventure|Western,Johnny Depp| Armie Hammer| William Fichtner|Tom Wilkinson,18+
971,Texas Chainsaw 3D,Horror|Thriller,Alexandra Daddario| Tania Raymonde| Scott Eastwood| Trey Songz,18+
972,Disturbia,Drama|Mystery|Thriller,Shia LaBeouf| David Morse| Carrie-Anne Moss| Sarah Roemer,18+
973,Rock of Ages,Comedy|Drama|Musical,Julianne Hough| Diego Boneta| Tom Cruise| Alec Baldwin,18+
974,Scream 4,Horror|Mystery,Neve Campbell| Courteney Cox| David Arquette| Lucy Hale,18+
975,Queen of Katwe,Biography|Drama|Sport,Madina Nalwanga| David Oyelowo| Lupita Nyong'o| Martin Kabanza,18+
976,My Big Fat Greek Wedding 2,Comedy|Family|Romance,Nia Vardalos| John Corbett| Michael Constantine| Lainie Kazan,18+
977,Dark Places,Drama|Mystery|Thriller,Charlize Theron| Nicholas Hoult| Christina Hendricks| Chloë Grace Moretz,18+
978,Amateur Night,Comedy,Jason Biggs| Janet Montgomery|Ashley Tisdale| Bria L. Murphy,18+
979,It's Only the End of the World,Drama,Nathalie Baye| Vincent Cassel| Marion Cotillard| Léa Seydoux,18+
980,The Skin I Live In,Drama|Thriller,Antonio Banderas| Elena Anaya| Jan Cornet|Marisa Paredes,18+
981,Miracles from Heaven,Biography|Drama|Family,Jennifer Garner| Kylie Rogers| Martin Henderson|Brighton Sharbino,18+
982,Annie,Comedy|Drama|Family,Quvenzhané Wallis| Cameron Diaz| Jamie Foxx| Rose Byrne,18+
983,Across the Universe,Drama|Fantasy|Musical,Evan Rachel Wood| Jim Sturgess| Joe Anderson| Dana Fuchs,18+
984,Let's Be Cops,Comedy,Jake Johnson| Damon Wayans Jr.| Rob Riggle| Nina Dobrev,18+
985,Max,Adventure|Family,Thomas Haden Church| Josh Wiggins| Luke Kleintank|Lauren Graham,18+
986,Your Highness,Adventure|Comedy|Fantasy,Danny McBride| Natalie Portman| James Franco| Rasmus Hardiker,18+
987,Final Destination 5,Horror|Thriller,Nicholas D'Agosto| Emma Bell| Arlen Escarpeta| Miles Fisher,18+
988,Endless Love,Drama|Romance,Gabriella Wilde| Alex Pettyfer| Bruce Greenwood|Robert Patrick,18+
989,Martyrs,Horror,Morjana Alaoui| Mylène Jampanoï| Catherine Bégin|Robert Toupin,18+
990,Selma,Biography|Drama|History,David Oyelowo| Carmen Ejogo| Tim Roth| Lorraine Toussaint,18+
991,Underworld: Rise of the Lycans,Action|Adventure|Fantasy,Rhona Mitra| Michael Sheen| Bill Nighy| Steven Mackintosh,18+
992,Taare Zameen Par,Drama|Family|Music,Darsheel Safary| Aamir Khan| Tanay Chheda| Sachet Engineer,18+
993,Take Me Home Tonight,Comedy|Drama|Romance,Topher Grace| Anna Faris| Dan Fogler| Teresa Palmer,18+
994,Resident Evil: Afterlife,Action|Adventure|Horror,Milla Jovovich| Ali Larter| Wentworth Miller|Kim Coates,18+
995,Project X,Comedy,Thomas Mann| Oliver Cooper| Jonathan Daniel Brown| Dax Flame,18+
996,Secret in Their Eyes,Crime|Drama|Mystery,Chiwetel Ejiofor| Nicole Kidman| Julia Roberts| Dean Norris,18+
997,Hostel: Part II,Horror,Lauren German| Heather Matarazzo| Bijou Phillips| Roger Bart,18+
998,Step Up 2: The Streets,Drama|Music|Romance,Robert Hoffman| Briana Evigan| Cassie Ventura| Adam G. Sevani,18+
999,Search Party,Adventure|Comedy,Adam Pally| T.J. Miller| Thomas Middleditch|Shannon Woodward,18+
1000,Nine Lives,Comedy|Family|Fantasy,Kevin Spacey| Jennifer Garner| Robbie Amell|Cheryl Hines,18+
